SURF4,ADAMTS13,CACFD1,SLC2A6,TMEM8C,ADAMTSL2,FAM163B,DBH,SARDH,VAV2,BRD3,WDR5,RXRA,COL5A1,FCN2,FCN1,OLFM1,C9orf62,PPP1R26,C9orf116,MRPS2,LCN1,OBP2A,PAEP,GLT6D1,KCNT1,CAMSAP1,UBAC1,NACC2,C9orf69,LHX3,QSOX2,GPSM1,DNLZ,CARD9,SNAPC4,SDCCAG3,PMPCA,INPP5E,SEC16A,C9orf163,NOTCH1,EGFL7,AGPAT2,FAM69B,LCN10,LCN6,LCN8,LCN15,TMEM141,KIAA1984,RABL6,C9orf172,PHPT1,MAMDC4,EDF1,TRAF2,FBXW5,C8G,LCN12,PTGDS,LCNL1,C9orf142,CLIC3,FUT7,C9orf139,NPDC1,ENTPD2,SAPCD2,UAP1L1,MAN1B1,DPP7,GRIN1,LRRC26,ANAPC2,SSNA1,TPRN,TMEM203,NDOR1,RNF208,C9orf169,RNF224,TUBB4B,FAM166A,C9orf173,NELFB,TOR4A,NRARP,EXD3,NOXA1,ENTPD8,NSMF,PNPLA7,MRPL41,DPH7,ZMYND19,ARRDC1,C9orf37,EHMT1,FAM157B,labels
-0.37646410791203383,0.5392616354930215,-0.16629526736913253,0.12933548341738066,0.05056389600969846,-0.5370790593698621,0.36716598849976434,-0.1623167854640633,0.34334612971870226,-0.2441240943782032,0.25507325748680154,0.5028439129237086,0.654883787627332,-0.2927692788024433,0.7172564012976365,-0.2586503404495306,0.2788750883820468,-0.1090505351847969,-0.28147911108797413,-0.1317159313196316,0.3100838685105556,-0.3374379012454301,0.6494234178029001,0.2795722830388696,0.6266681281314231,0.029379949816502715,-0.21918981532333415,0.5618201581435277,-0.33394564190879467,-0.4934462402155623,0.1347459839261137,0.5013282464421354,-0.3072078672167845,-0.010807290084194454,0.059908479489386046,-0.20033237293595452,-0.09937315564369786,-0.3692511527473107,0.40886842180741956,0.1146761759975925,-0.3494441295810975,0.0824087815592065,0.6189126375759952,-0.23389495315495878,-0.21457129681948572,-0.0813549207686447,-0.5291221331479028,-0.007915209403727252,0.2774257642100565,-0.17873464193195104,0.649199290862307,0.7691384728206321,0.9483238867111503,0.44136480395216493,0.299900047427509,0.4584387444285676,-0.16724503293633464,0.54148340519052,-0.46267930861329665,0.7478382661519571,0.05976949842646717,-0.48583650110522286,-0.387995772480499,-0.18608048527967186,0.3737271567014977,-0.12560225978959355,-0.425734231332317,-0.2915338402939961,-0.20677956270286812,0.2368800748861395,0.04279716859571636,0.22694230333901955,0.5883186500053854,-0.4547277837386355,0.22040478596463808,0.11634967542253438,0.23555109336972246,-0.10085905590560285,0.5771102306712419,-0.4270490171341226,0.40623502304777515,0.43697649047244347,0.2612753571057693,-0.18593492555897678,-0.08240077785681932,0.020768923778086923,0.4981352152884938,0.011286517523694806,0.4092382325092331,-0.5874142350745387,-0.5608745594741776,0.4177100339205936,0.12433495923178273,-0.5282012757612392,0.510290810756851,0.5679643404204399,0.14821562418946999,0.32616064823232593,-0.28659721431322394,-0.4173252577707171,phony
0.20737309936899695,0.670546108398121,-0.278326715414878,-0.5402551703434438,0.1069816681742668,-0.15876870118780062,-0.35854197037406266,-0.08988893933594228,0.5800123029667885,0.2319823562400415,0.1307838974078186,-0.27766237182542686,-0.11832801739219567,-0.08394807346165178,-0.13183552399976178,0.17091588750947273,-0.5671509161079302,0.20597003188915552,8.715988649056206e-4,0.6130658576893621,0.4993060885509476,0.34123663437087093,-0.20369082024088125,0.28924613892333584,-0.3141248899349011,-0.41050221054581926,0.30913765557808803,-0.26869409692008045,0.6173950009397231,0.6626646629837343,0.5473656045948154,-0.47208298614248634,0.10846283392515033,-0.3607674810895697,0.5686340019479394,-0.222447990172077,0.5887664878345094,0.25337117150425914,0.689676430656109,0.6660725893080235,0.05218151557957751,0.2934505227277987,0.03843913014279676,0.06968599675921727,0.24698410580633212,-0.13492470154073088,0.12258550014114011,-0.017932381965219957,0.7539164944877847,-0.11736522990046072,-0.10423965057125317,-0.4112682291027159,-0.3342703192005866,-0.2928928561811336,-0.04774326911661775,-0.10021467425394803,0.7366047233552673,0.4165445022634231,0.4612707899441011,0.08468386390712113,-0.23882645796984436,-0.45927553494926543,0.6621722862077877,0.32971386450808493,0.6450195367936977,0.33975579534657296,-0.4521981938555837,-0.1204196442756802,-0.15996555766556414,-0.2945199634414166,0.5110294254217296,-0.10367853915318842,0.5156633211253212,-0.15469632872845973,-0.3443365013459697,0.5825241237087178,0.5064638466201723,-0.1184586899075657,-0.5175773423537612,0.6320239277463409,0.11929727110546084,0.20363681405317047,0.5681475788867103,-0.1663886816985905,0.28622037587687377,-0.4446462117135525,-0.41992786546470595,0.051840177015401445,-0.5545319835306145,-0.40202936916612086,0.5003808310488239,0.3665021987166256,-0.5446763593005016,-0.39912051174324004,0.4242115237633698,0.03864746363833549,0.033768161351326875,0.10408062514616179,0.21172934180358427,0.5733498177910225,phony
0.1320095549663528,0.7390394284250215,0.5057577381981537,0.5116470092185774,0.4246109925722704,0.19075624978868289,0.3237804429605603,0.13691217507468534,0.02367990698432554,-0.04355735701508823,0.5448057462414726,-0.15714725575875493,0.6861200518347325,-0.4969934684294276,0.6502870794315824,-0.35885258719325064,-0.5889767765253783,-0.3217799121583812,0.36839723155600956,-0.18905402367934582,-0.5781041278573684,-0.32960058488650246,-0.2113483339501545,-0.2537988174660131,-0.3463400463061407,-0.501376803133171,-0.47298048857599495,0.01626326664816591,0.069638905543834,0.37512752408627426,0.3537695447867736,-0.17574196691624822,-0.25940418106038127,0.23068037117598583,0.24617681225296106,0.10855420656735082,-0.18343096278840676,-0.028677779037971085,0.6736416373937391,0.6886594692082144,0.7511197625030763,0.7088480931986123,-0.18915569118922576,-0.16379139040596785,-0.023193655640352584,0.001937590676825529,-0.48736613888759167,-0.2550647072563879,-0.1938412985065952,-0.09990694609005007,0.3390409070439636,-0.4518100289837458,0.5558684814954176,-0.08329395360546188,0.4667386111617088,-0.40635011843871327,-0.16126581037649884,-0.24922021578531717,0.5126091844099574,-0.3569370133243501,0.33283916935324664,-0.3235887765721418,-0.20904970126459377,0.552808420045767,0.2917658804287203,-0.18489108511013913,0.24941830388270314,0.49995327648241084,0.27030879653757434,0.09721037919400255,-0.19476577494293457,-0.44965288379229607,-0.1862435964029282,-0.0400521502643823,0.32894084202125673,0.22285974644124518,0.40998588422779003,-0.21577911827247587,-0.2295187849085778,-0.1644412511913106,0.06589808767661454,0.13795172104611997,-0.3656272556539625,-0.3354167779861018,0.4753736916230993,0.5022185643203558,0.01253094580024483,0.4352235319442116,-0.01985642479266969,-0.2262741892132908,-0.38888262092368675,0.2962198620429263,-0.3302250127540901,-0.2221119730034843,0.6273521153838374,-0.53279640795663,-0.3960754099767655,0.18161830169847237,0.06184261057060214,0.9620995158865119,phony
-0.35483598826918755,-0.15431960778078063,0.31622790431603787,0.5245748180826195,-0.1401619604881853,0.3714439741428942,0.5663229236449114,0.2821929488726892,0.5403798504476436,-0.013644297781866044,-0.36183753142366193,0.6637741327588447,-0.3522510835784487,0.4259029439580627,-0.5877820686623454,0.2751689788699151,-0.5031862157816067,0.7089640739536845,-0.3911869807471521,-0.13500466668745498,0.08344641312025491,0.24486510701710362,0.08842908097896729,-0.4143071433249861,0.6215595006407238,-0.2298892741743475,0.52958761718357,0.3975228739436715,0.5619442323665134,0.3145371569460258,0.4287233017850667,0.03655957952374589,-0.3341123195877299,-0.03182992990361527,-0.4410283829504624,0.01872653449419881,-0.12356616685399785,0.7119306297879666,-0.13204508845228702,-0.04791503204731273,0.657227537992876,-0.5082384776952676,0.41703886165982107,0.047993009868077974,0.0847095827083103,0.7063762388494796,0.6089704162371345,0.7030528203328139,-0.3644298381987028,0.054578680312260985,-0.33437562455888836,-0.07199055310338737,-0.14303365816129376,0.5011953613138758,-0.12452650332823395,0.29853475839830934,0.7095629836036823,-0.47058796447468926,0.5004026230960152,-0.32389562740921973,0.6693345174565912,-0.366029773557093,0.058389781711157385,0.5004497320321388,-0.383523675755132,-0.21800347652984786,0.3472568270261399,0.36575115511892364,0.6249724690802396,0.7451283393637278,-0.3780213524401188,-0.020363192353397563,0.20319232211448257,-0.2623343212949112,0.0032696542283520147,0.1751864155335352,0.5873075707769022,-0.3944348537456244,-0.32773602861911055,-0.5245820251479745,-0.5132409195043147,-0.4233516989648342,0.20535206357482827,0.264508707006462,0.5977763893269004,0.12347071534022691,0.3723867475986481,-0.18307275635888798,0.34960309652378785,-0.35008986832108346,0.6207646307069808,-0.2338175149867311,0.6456016102805734,-0.21214871960692105,0.1247769500827417,0.5904896193300374,0.4846903783385642,0.4356035415316001,-0.24870177296688778,1.3174351798836144,phony
0.016251597269438145,0.6298858737340198,0.38413347264286135,-0.4312688538944349,-0.3470124601852149,-0.11949942583451051,0.40491107764653866,0.1474868725216948,0.0866213708999567,0.6119360559363849,-0.40134488461771983,-0.03488352562068031,0.5379951836401596,-0.3272750568646006,0.5176012694416569,0.5448854788485916,0.3296254738164135,0.6663595854816958,0.37544177755946306,0.01467576923780145,-0.19587683670222755,0.07731112748617308,-0.6288036355935037,0.005671545797959032,0.4882634140248411,-0.4816306041623466,0.5311986565869303,0.42176013300195325,0.705984313741792,0.603123013759032,-0.4548040500399657,-0.41676991012413056,-0.15347346023889258,0.3325275489338674,-0.08018330351216718,0.6260515513340943,0.6404756638617255,0.27916394537081946,-0.5060073184547946,-0.5246854989277199,-0.14113107125274837,0.7465812943968921,0.02440373076358804,0.3593809259263798,0.6371494031185285,0.47281383177731184,0.5827345980331302,-0.10099851485807448,0.587165607570205,0.05659003779757765,0.6856989492266439,-0.21159151657484476,0.5608427825523541,0.6601928464788944,0.5043322194810025,0.2193836656538769,0.730293848430738,0.07915350679773836,-0.3120194443687797,-0.31816884610569107,-0.3186787075456232,0.05397049549501387,0.6684690253878944,-0.06926516826730222,0.4677203578944318,-0.4094970840355382,0.18455184762366117,0.5445967647549697,0.17459608613746236,0.18915247287834058,0.09927595140412449,0.5243526589265095,0.3324405280547218,-0.2432941804034635,-0.13545046762563284,0.45456490820739426,-0.2327130848914385,0.11752292360179128,0.6350082160765307,0.6049158989312129,0.46042283821385366,-0.2569199367472902,-0.16645032542292026,-0.2065034434851259,0.5702859378699214,0.17285725986585032,-0.1678001790656708,0.34386309996480124,0.03570854865247386,-0.28435581278754396,-0.13568081808043642,-0.24558197243604807,-0.2898224027245305,-0.30347648515598846,-0.4076126299565658,-0.5059778652735986,0.16015779632143679,0.25648326872615146,-0.48529741385718805,0.20123310720315202,phony
-0.18140543039888146,-0.22106772175757217,-0.23387364658294246,-0.10778230651281773,-0.36542560708709065,-0.5295864962413908,0.2839681474654936,0.7652059511211702,0.6151633671531453,0.29879944461165,-0.12405200840905312,0.14127666969783603,0.08586259454023104,-0.5567224792856723,-0.3278962244116701,-0.2793236765032634,-0.11484917288878926,0.47969624690478685,0.607345843075309,0.25811989172827454,0.022609911980107422,0.7013762787845917,0.1245199793530628,-0.47515569208888336,-0.2670955590507947,0.2903396579367109,-0.564773847553879,-0.0034240790223702966,0.09285948242060837,0.5315464400034398,-0.3447892482252792,0.5675205141259356,0.5717317633563652,-0.4649883631221019,-0.1406990552227944,0.5429563627345488,-0.27666582262143496,-0.49674249403877185,0.04742893077200283,0.5013563734618947,0.4364543907227926,0.3293148694257252,0.40925195959862326,-0.07978182992897931,-0.3377687342418358,0.42327426935778933,0.5867499802215024,0.5043090587737971,0.14143200962571423,-0.02543560110498222,0.4717058674199506,0.38021706957602874,-0.11509901808109135,0.3571921078418382,0.7316149296192453,0.6809529532305896,0.19431714358972385,0.749423399285879,0.7477459591161459,-0.22164968583965677,-0.21748597114346924,-0.3398053098423407,-0.270168479254935,0.11203137443168087,-0.23036524479743092,0.08302107578609141,0.647283876768779,-0.48651270142756403,-0.24649442502995955,-0.2729149615275674,0.4340961588174105,-0.24061382996849712,0.5118631289759652,0.293521704687737,0.044127825247123886,0.2450282955588774,0.17552218070253733,-0.4499746045190841,-0.42986709041520954,0.5516127352649347,0.13910785840824258,-0.41946645275689665,0.3583292985055596,0.15260943000204863,0.25141830659005804,0.22366893608123073,0.564760131505318,-0.1862305033369921,-0.3329004495986737,-0.26231081896694375,0.6130042864009738,0.011174230580218159,-0.411907178373076,-0.0849725076346658,-0.3921711852541193,-0.14025627550436182,0.02648038408951836,0.38475493345176803,0.6483321203035303,-0.20868014573119575,phony
-0.5172975683305413,-0.013257260695099804,0.3151927483570762,0.24775903299450874,0.29151197163155307,0.5192814888409338,0.4965038143796847,0.06690584168303759,0.19780879267957063,0.19584423732012513,0.410979044069536,-0.16560065627796577,-0.3433165422244928,0.6984785582567566,0.013064566387329335,-0.03053070830181237,-0.4563811720535159,0.35902342465007686,-0.5960495548741892,-0.024847163453232457,-0.19246743053197857,0.18796966998372233,0.5824290910898708,-0.3680886421306059,0.06296450318070135,0.2541952534276062,0.7178543734992856,-0.5738282225001603,0.11155763837276023,0.24178757380461324,0.011851253691129382,0.19828045143047346,0.017455560350790655,-0.032112175943329935,0.15282677902141584,0.008751412949059123,0.6884694440034218,-0.12872604275355115,0.05881925436435265,-0.21134332701563835,0.7220270047476516,-0.3481169797899202,-0.5041250709793531,0.06964972000103442,0.4035673257242888,-0.04535057751927524,0.6366281937970779,0.26324538394575936,0.04091796676395465,0.26834911513375115,-0.14625651184935123,0.24180139712058002,-0.4172561184433289,-0.2308155759633519,0.1784972497448325,-0.11873371557099749,-0.0765419674059376,-0.27444435662589967,-0.3763779992819764,0.4095385781559162,0.2552971045090817,-0.11865754612255841,0.36182386513333764,0.4095779353193939,-0.12867487366544084,-0.2084612198080868,-0.38657343828585,0.2842585819144733,0.74488442779053,-0.2796024772711098,0.6136519289482385,0.23398625941481443,-0.48308685588184747,-0.4642123599536717,-0.2397805699892342,0.4254013825906442,0.49107883287593723,-0.129776526982896,-0.443998538441956,-0.4229752225242555,0.3528723152214662,0.5672867042245344,0.22963019841350618,-0.1580922434804961,-0.3093422293383628,0.6304338655434549,-0.18264620130648834,0.01836003646021711,-0.5511069752043113,0.6038736126851291,0.13755855846684428,-0.4468115911236964,-0.21966209113597868,0.2644803479546681,0.013243767875246726,-0.5343244062038138,-0.48582253718050195,-0.45621983709279446,-0.028999868978280552,-0.6236465552519075,phony
-0.43262893154285853,-0.23745220505865294,0.006163995703682312,-0.002068974969442916,0.16605274257250136,-0.024422733434475985,0.08470070750219749,-0.19533978836378085,-0.14535937783541159,0.17753476207843044,-0.040733566877897864,0.36759650401072574,-0.19394922757521266,0.27363527666777376,0.053960359892807896,-0.4482770685176365,0.25931961521739144,-0.6284842515201308,0.531965435394086,-0.25895903735188763,0.38433371849125264,0.10891284830169756,-0.6283974279137328,0.3669915753928945,0.6489937695837581,0.6208215699344873,0.10167124983156106,-0.017770299082621954,0.0021822294010780396,0.2832872360548936,0.08645265269093216,0.5719329307018779,-0.08752543781884015,-0.27222421758342535,-0.1749345433106646,-0.01657854293705896,-0.4767892780690454,0.5202197230560706,-0.4955056043877267,-0.09708067212952304,0.6943415350769646,0.5463848748523743,0.09557768449420112,-0.39767406561877583,-0.39036077046534046,0.04762362734414638,0.2588353227265179,0.061156195912044464,-0.35273704890161756,0.6335152306966483,-0.05833595425589011,-0.008734047512989562,-0.20723018641117963,0.4380270232260227,0.24440825083525852,-0.24572316885460171,0.029326119909528603,0.13322762554511425,0.08774702692171554,-0.06159532671328638,0.30228819350479175,0.374599361626897,0.11121183885028585,0.7583624396054074,0.5909900857252068,0.5135689114709385,0.26654552882304416,0.4689739164547063,-0.011908168548252496,0.5697289860132151,-0.2120964237768203,0.5770994218438865,0.4322098083235324,0.40673960917629315,-0.41229903037659826,0.13392637136857966,0.1818289493117482,0.39758548300713314,-0.4258244452951476,-0.3050753009133041,-0.30090218141674996,0.3302798027498648,0.5249096264643596,-0.046421109605580546,0.31787589996587495,0.3307094770483674,0.2075844400445931,0.22907353091286498,0.17819221362005921,-0.2705151637434028,0.4420075777801685,-0.11596144965151323,0.4566068271873519,-0.41860815780237315,-0.2643952804151922,-0.1661457351525314,-0.22511422199895603,0.06247392183868217,0.3014559298520908,-0.42877612991258496,phony
-0.48743691386654975,0.08977649025153367,-0.39242653471650557,0.40371114882640546,-0.1317172362818383,0.30133142076432706,-0.035478736439254144,0.5277829391346314,0.04074848194839431,-0.39854880077997223,0.6903015758097171,-0.145675159348175,0.35050785947358243,0.013370856216643023,0.6086171812308022,0.037213516007177594,-0.4630688140005804,0.4733753337571399,-0.24036318481201302,-0.5058426739135757,-0.5601804207614622,0.3151928951893934,0.2260424612020142,0.30270777506986635,0.3797559587331488,0.10698679287917912,0.6749785461626016,0.5219242299767209,-0.44630675413645804,0.06533883065218105,0.6481756474939175,-0.3328660598699935,0.3166374476184137,0.595282484833151,0.6421169381029903,0.4076982029876671,-0.44921529888641093,0.6671084858174436,-0.138905472420156,-0.044099038222339015,-0.34948474521748724,0.4989204573747701,-0.3861080787307583,0.04678626830223942,0.0631745146447793,-0.5282204760517926,0.13248097086325283,0.0810786814149469,0.12167711276793847,0.5104994044313207,-0.39860324963228777,0.20165528770536179,0.8059081610199064,0.0932839917647652,-0.2837989407964051,-0.28913007653784006,-0.2621587160578929,-0.4074676411831752,0.07285072454484176,0.014739389854948937,0.2936154950107448,0.6005181259079837,-0.19856747881043701,0.3782203855598345,-0.37867837062804033,0.5550795416580514,0.1731533166253939,-0.11040817478904502,0.014110381666105232,-0.05607527196174489,0.589303351547569,0.6396168660372497,-0.36933151485864074,-0.07785688058007506,0.25014109343755997,-0.41022098949644714,0.5854960528528319,0.010442945058457553,0.2668808116205037,-0.058790532224811565,-0.16552025717683133,0.524696633606218,-0.36865803578868506,0.19015571527183062,0.5856012975657361,-0.3969339791685343,-0.5837022367864847,-0.5699052781215869,0.5099977773847059,0.30521110250847416,0.10698543742764743,-0.13117069177096707,-0.496108575630933,0.5100409826030955,0.24680493630003186,0.39765110790031033,0.43564865974476563,-0.44066364733735097,-0.4757687848410569,1.0634609537012878,phony
-0.2271156731573865,0.05359225542517376,-0.38292502911994236,-0.3383962132246234,-0.05503435114864258,-0.39552251395536586,-0.009306701165623932,0.18667225921759378,-0.024180845732335032,0.021399024792481236,0.43839194141095505,-0.29698475313838574,-0.20634795830352226,0.012742861295118924,0.5632869666838088,0.14641989000840117,0.2650109250610695,0.3465813442412764,-0.6235470439027995,-0.31447482580086217,-0.31201451174682004,0.42439067753031867,0.6365078119374812,0.4860313208587469,0.17219761744374418,-0.5253527606441639,-0.19035419170511886,0.2138959853025153,0.18006180579541253,-0.010114441877230984,0.7334913722006604,0.45600763006135825,-0.21242411526618526,0.08573102480033412,0.5196876800549217,-0.03587017699377615,-0.019572440683841674,-0.20836210019886497,0.036618673086632025,-0.31652181472629315,0.21944179028272626,-0.33151891657849775,0.38143008317798377,0.6807604786590673,0.5115844432567247,-0.2689072872605175,-0.21210287879221146,0.2303984089684673,0.629074905756861,-0.5044004614953883,-0.19958390232874085,-0.46705180082703013,0.7397128111706115,-0.08622226448962467,-0.07119037952739748,0.5271817907341756,0.5201113219838589,0.6811285132053309,0.6501055559515954,-0.315611405086238,0.29233139820862564,0.5969440619368107,0.23505075535736975,0.19231372589711104,-0.2935063425032422,-0.009509210716933003,-0.0907951276516542,-0.25967968300683425,-0.3561073673097417,0.5038341417326593,-0.3979842176754028,-0.15167952792253342,0.5655668030772358,0.5255739064095544,0.24819863655138774,-0.32298241970594976,0.5935408087540419,-0.17121989014558492,0.08525860966183252,0.4764095392264427,-0.5109841560292989,-0.5119385937275365,0.28452234432101253,0.13699650418479004,0.5003883666405455,0.30757592329755434,0.4327957439585589,0.48375576324760916,-0.4995353144709952,0.114982962817885,0.3259272288181819,-0.2306407748488709,0.043092446844093524,0.5970659389044158,-0.3471106139710173,-0.2283675040467642,-0.4110271879704669,0.36403260540682825,0.5330647181603126,-0.6482917361287399,phony
-0.17830877594649797,-0.5249504737625831,0.6239539591851644,-0.07862681818194689,-0.49633218263043094,0.02094781687017533,0.44777049516094847,-0.39296197945019234,0.6281602267757991,-0.48422840587096294,0.40531637817621224,0.4892319448408671,0.14173733152449142,0.20623520659748473,-0.16273368986556302,-0.6019880225253291,0.3982774717547001,0.43830806111684073,0.2402422603731975,0.6751735222223215,-0.3645097321900539,-0.5748924857773818,-0.7279906992753967,0.4898183612083086,0.33210651233559485,0.23189627239946287,-0.13313134778989477,-0.47812829167582094,-0.06008979304227979,0.09417894050944597,-0.1449140726635233,0.5154448203276842,-0.47331313890870663,-0.4880110870325007,-0.16501460114726796,0.16602354106260464,-0.2847925700363703,-0.44822428300511097,-0.03412849884014579,0.12251781141851092,-0.32832673696335407,-0.2489451502496377,-0.2699867806956172,0.721475603489671,0.4591245457879267,0.65392310049152,-0.39662222464801744,0.5708129489794374,0.531575672016479,0.014529378658626246,0.6870847366470845,0.6919166830764152,-0.008095660738181354,0.4326633798377588,-0.4230784435081296,0.7310229382547551,0.33577649108367036,-0.48932850633515046,0.684538875380531,0.4329371241270564,0.1959622316947207,-0.20819626770913602,0.5970904869120568,0.4077143078367226,-0.2143950790748932,0.12497266286751252,-0.28599434078438213,0.18014699329854922,-0.38685872027883306,-0.49852824968053033,0.5428650005441158,0.6235072144074367,-0.00937696335371574,0.09491635487414907,-0.45449278419371697,0.23217591875232768,-0.10580409442074595,0.3667307275766508,0.3749622636521236,-0.5226478233793751,0.48318269574083406,-0.18090522174257784,0.004823206528089985,0.2309101512748749,-0.21415117457974703,-0.3418949685990811,0.16687044609570878,-0.5580581538612023,0.161235986428801,0.3523851989069954,-0.45759985109325496,0.25375548544107007,-0.5272780437604524,-0.3611516254255548,-0.39123126191552726,0.16565887982724237,0.2636881329584867,-0.26430505737662313,-0.5756152427289635,0.5103937829937787,phony
-0.18139116455335175,0.4811892738193273,0.8006509315082804,0.7234912163973786,-0.4720065619307571,-0.31948489512316885,-0.28047438395908103,-0.010101779941469435,0.15498842572560534,0.4740563733689487,0.6330641241325066,-0.09488765595946463,0.3404903409071267,-0.5184436192573048,0.5254376777261497,-0.5300440759118646,-0.15078007900854568,0.2719545597606339,0.1724139431538061,0.5468245506333188,0.20289439477957794,0.4314325568312779,-0.30332946023670954,0.46787932466715587,0.35853199419099846,-0.03257309091975913,0.1865558939566836,0.33519607007969165,0.15645757128717375,0.40674261687323454,0.4301630449551158,0.7393910760921427,0.6567360000987537,0.2140167039819062,-0.2645334697607905,0.16394505831412975,0.32286955595482136,0.7566208239248955,0.254448739385698,-0.23451543166069316,0.1656984525802545,0.15912503287428992,0.41056446004426106,0.004198609665036157,0.5308010182646103,0.20124310871353368,-0.07043017568765209,-0.3197996696154587,-0.45492684365715835,0.22107178542297334,0.49835553669370714,0.37062032141257073,0.7476892977533862,-0.2125796264759265,0.6248955679754726,0.14396054691635074,-0.41763403709512203,0.6683530251216143,-0.1805222035874613,0.19892564316047356,0.4702649201406166,0.07069510611705476,-0.3231060236599297,-0.3590970736509189,-0.05708075277274477,-0.4923768148641102,0.4450622766604647,0.5271637266920879,0.7534713503927923,-0.3786196107557044,0.6488557796832173,0.010972171532921515,0.08572969479952008,0.14179954105056825,0.44142417429480707,-0.4357678351039067,0.4189213482756169,-0.39214498325716707,0.6003715211339296,-0.38614763910416516,0.5726148717384787,0.41858966849278667,0.08497599187772731,0.4168684376031161,-0.45756808707024904,-0.442380275670439,-0.25941652277251703,0.04391460822662341,-0.08823463695589451,-0.4217459250008687,0.3382056960021146,-0.22681786157190797,0.09710933894384655,0.3414130818913691,-0.4944601908442564,0.5598869290901348,0.23251837495481598,0.4144795523956418,0.05408406051574277,0.06403349254280333,phony
-0.35135214322712277,0.48307024423498657,0.491098599464167,0.0048724905378185746,0.3046321717463434,0.5937006271095016,0.40117247228743513,-0.5017233261512593,0.7062584140244872,0.37603115712059665,-0.4902585529023782,0.6479562498396263,0.46217942615970975,-0.07592037296388299,0.07733303097076716,0.41018306907964874,-0.04282137444941325,0.3252348864614033,0.6802370870299638,-0.08097053667996079,-0.05303334034513674,0.662566270963289,-0.5817211991129443,-0.6129201213084161,-0.4036113909515552,-0.28822692420333623,0.5719488910096698,0.27489039533771564,-0.44049959365744146,-0.5296787187736481,0.09521724373567853,0.37456751985941084,-0.16178946546046064,-0.1042595314397477,0.1088736907904968,-0.46073678268818186,-0.4009207398141734,-0.24605903845513244,0.13833265965804453,-0.4471695292252116,-0.3762831518729217,0.2810669723665342,0.2950189067586325,-0.11223059824667875,0.22446431392570954,0.6365113480412401,0.025988328370731284,0.2849232751689851,0.12590333932777864,-0.22129291807999835,0.6163697326695547,-0.028192685027606856,0.2703740277956239,-0.1270273587200791,0.638544247939717,-0.45082125749439006,0.32420297378208485,0.7356414899905213,0.1714374161418527,0.5054026299854741,-0.08693304848857225,0.5588158447132445,0.1915884757670574,-0.28841786316595974,0.06855248119682078,0.15197608587332068,0.037815177771262865,0.7032851581601427,-0.33253936811117457,-0.0695798787032254,-0.38243009817786516,0.01762637517414989,-0.01614538224879647,0.6162472870154307,0.11156541896983985,0.19513913855887954,-0.4855569556402043,-0.3744567348388955,0.35813741915393627,0.43205616593360907,0.014947045124135916,-0.28406685777939855,0.6408298636227847,-0.013761942954733875,-0.2888132761931047,0.2672496327199042,-0.5720995212555863,0.41577993424143644,-0.40654418206540865,0.4574377395096235,-0.210007164592389,-0.22442365736933423,-0.539315628434997,0.4292712421505712,0.09461286853766071,0.5055362163460814,0.5686611908953637,-0.46998387525090946,0.4656709721661173,1.104810116128065,phony
-0.17317119282204663,0.6709539450332522,0.209962970209308,0.3019177759788,0.29232262355042626,0.43261500531574715,0.7122978171356955,0.683553126193583,0.3449957875092514,-0.4045595848793164,0.3968459142860956,0.26946913201594724,-0.4594620230630971,0.43691063388716433,0.42066442410461613,-0.14785147923510517,-0.16766376804560418,0.4856028294819409,0.6588582296320239,0.09606254710117357,-0.2805284850834869,0.20509181641275065,-0.05190731363371015,0.13554472425486896,0.40561927744885906,4.796602344140366e-4,0.18397276039933785,-0.2348900070786476,-0.42637549025937915,-0.02043737920466815,-0.18676337743410842,0.3558475286513567,-0.494647103601601,-0.1251261046994478,0.5761429358762689,0.19818010308314116,0.574490490660537,0.36543039199896155,0.35353816177695985,0.22882469399832184,-0.2814966354868375,0.7561947281239554,0.44210583214880894,0.2787110206694342,-0.12710705699864777,-0.4400896153203212,0.17422114831162616,0.3449308344931342,-0.5136610461492092,-0.3094522326136939,0.009082814219873336,-0.38734771185088906,0.7526177040324546,-0.5196539722476154,0.06020667179254813,0.246260689322371,0.37943953795125707,0.22391977990511802,0.41551417997805407,0.05626067831646653,0.6806512834574097,0.3392025250010192,-0.29221860423916957,0.3851619290164672,0.27650570787955076,-0.38225204474292696,-0.5026690301345662,-0.15611799178877844,-0.3218200268340297,-0.2273608927149326,0.6951155704818666,0.6027375669032335,0.6325705252168701,-0.2674457710236311,-0.22424784109927715,-0.5195034162094817,0.5027045388286935,0.023149164495989694,0.3278286737995223,0.2814118661871181,0.35724209207575774,0.0853424271149561,-0.5195317941205576,-0.3693493207683787,0.05715769601054499,0.2357794623821975,-0.04078929634997619,-0.21949237826047463,0.6401869188761339,-0.1770456260652281,-0.5291299021570012,-0.5858535607927479,-0.24398826705291865,0.5912909170496278,-0.11011534023564307,0.1612635020632297,0.5821215046802536,-0.37987141581252215,-0.1809596142498776,-0.6596831806888803,phony
